Node-Id,Node-Title,inDegreeCentrality-2-Twitter JSON all_filtered,inDegreeCentrality-2-Twitter JSON all_filtered-unscaled,totalDegreeCentrality-2-Twitter JSON all_filtered,totalDegreeCentrality-2-Twitter JSON all_filtered-unscaled,weakComponentMembers-6-Twitter JSON all_filtered,
INBestPlaces,INBestPlaces,9.397e-06,8,0,2,1,
Crypto,Crypto,5.756e-05,49,2.736e-06,79,1,
CryptoNews,CryptoNews,4.699e-06,4,0,12,1,
Autonomous,Autonomous,5.873e-06,5,0,9,1,
IN40u40,IN40u40,0,1,0,0,77,
AxeFiles,AxeFiles,2.584e-05,22,0,4,1,
SupremeCourt,SupremeCourt,3.054e-05,26,1.282e-06,37,1,
ESSA,ESSA,5.638e-05,48,0,29,1,
RHSU,RHSU,0,1,0,0,78,
edtech,edtech,2.091e-04,178,1.240e-05,358,1,
edtechchat,edtechchat,5.873e-06,5,0,8,1,
Eagles,Eagles,4.440e-04,378,1.801e-05,520,1,
FlyEaglesFly,FlyEaglesFly,8.458e-04,720,1.846e-05,533,1,
SuperBowl,SuperBowl,0.001,1219,3.339e-05,964,1,
VietnamVeteransDay,VietnamVeteransDay,5.873e-06,5,0,2,79,
finreg,finreg,2.349e-05,20,0,21,1,
11MSNBC,11MSNBC,8.693e-05,74,0,30,1,
Peace,Peace,2.114e-05,18,2.286e-06,66,1,
Love,Love,1.151e-04,98,1.895e-05,547,1,
NotWar,NotWar,9.397e-06,8,0,24,1,
Diplomacy,Diplomacy,1.879e-05,16,1.489e-06,43,1,
linguistics,linguistics,2.349e-06,2,0,4,1,
dialect,dialect,2.349e-06,2,0,4,1,
connecticut,connecticut,1.175e-05,10,0,19,1,
CAP2018,CAP2018,2.349e-06,2,0,0,80,
Savannah,Savannah,3.994e-05,34,0,34,1,
GA,GA,2.467e-05,21,3.256e-06,94,1,
GA01,GA01,0,1,0,2,1,
HHS,HHS,4.382e-04,373,7.239e-05,2090,1,
youthsports,youthsports,7.048e-06,6,0,2,1,
dogparkproblems,dogparkproblems,0,1,0,0,81,
baptistboyfriendnomore,baptistboyfriendnomore,0,1,0,0,82,
LoyolaRamblers,LoyolaRamblers,7.048e-06,6,0,22,1,
novanation,novanation,8.223e-06,7,0,15,1,
TerriSchiavo,TerriSchiavo,2.349e-06,2,0,2,1,
ProLife,ProLife,9.280e-05,79,2.840e-06,82,1,
RCIABF,RCIABF,0,1,0,0,83,
Christian,Christian,1.645e-05,14,0,28,1,
HolyWeek2018,HolyWeek2018,5.873e-06,5,0,4,84,
TheOrangeTeam,TheOrangeTeam,2.349e-06,2,0,0,85,
TODAY,TODAY,1.292e-05,11,0,25,1,
MotherAngelica,MotherAngelica,1.997e-05,17,1.351e-06,39,1,
EWTN,EWTN,1.410e-05,12,1.316e-06,38,1,
Catholic,Catholic,4.699e-05,40,2.251e-06,65,1,
RestinPeace,RestinPeace,1.057e-05,9,0,27,1,
TuesdayThoughts,TuesdayThoughts,6.578e-05,56,5.923e-06,171,1,
SwatValley,SwatValley,4.699e-06,4,0,4,1,
Pakistan,Pakistan,1.304e-04,111,6.027e-06,174,1,
MTP,MTP,7.036e-04,599,4.399e-06,127,1,
MTPDaily,MTPDaily,3.254e-04,277,0,13,1,
ICYMI,ICYMI,1.727e-04,147,7.690e-06,222,1,
mdpolitics,mdpolitics,3.642e-05,31,0,25,1,
translations,translations,0,1,0,1,86,
brianfriel,brianfriel,0,1,0,1,86,
QAnon,QAnon,4.699e-05,40,3.117e-06,90,1,
antipsychotics,antipsychotics,2.349e-06,2,0,2,87,
seroquel,seroquel,2.349e-06,2,0,2,87,
NC09,NC09,7.048e-06,6,0,8,1,
NCPOL,NCPOL,1.116e-04,95,2.390e-06,69,1,
FacebookProblem,FacebookProblem,2.349e-06,2,0,0,88,
sf,sf,4.699e-06,4,0,2,89,
patient,patient,4.699e-06,4,0,22,1,
burnout,burnout,2.349e-06,2,0,4,1,
physician,physician,2.349e-06,2,0,4,1,
Holocaust,Holocaust,2.702e-05,23,1.212e-06,35,1,
insulin4all,insulin4all,4.699e-06,4,0,2,90,
rightcare,rightcare,2.349e-06,2,0,2,90,
phillies,phillies,1.879e-05,16,0,12,1,
twill,twill,7.518e-05,64,2.944e-06,85,1,
azsen,azsen,7.988e-05,68,2.044e-06,59,1,
Yankees,Yankees,1.175e-05,10,0,0,91,
Indians,Indians,9.397e-06,8,0,0,92,
EasterSaturday,EasterSaturday,2.349e-06,2,0,6,1,
Lent,Lent,3.172e-05,27,0,32,1,
mlbopeningday,mlbopeningday,0,1,0,2,1,
WIpol,WIpol,2.349e-06,2,0,0,93,
ICE,ICE,3.054e-05,26,0,30,1,
journalismjobs,journalismjobs,3.759e-05,32,0,33,1,
metastesis,metastesis,0,1,0,1,94,
parenttumor,parenttumor,0,1,0,1,94,
Manbij,Manbij,2.702e-05,23,1.351e-06,39,1,
Iraq,Iraq,1.973e-04,168,9.214e-06,266,1,
Afghanistan,Afghanistan,2.373e-04,202,9.110e-06,263,1,
Qatar,Qatar,6.461e-05,55,3.845e-06,111,1,
cdnpoli,cdnpoli,8.810e-05,75,2.009e-06,58,1,
Brooklyn99,Brooklyn99,4.699e-06,4,0,0,95,
202c,202c,0,1,0,1,1,
NOPR,NOPR,4.699e-06,4,0,4,1,
BootPruitt,BootPruitt,1.645e-05,14,0,0,96,
HUInvestigation,HUInvestigation,4.699e-06,4,0,4,1,
TyroneHankerson,TyroneHankerson,3.524e-06,3,0,5,1,
oldtwitter,oldtwitter,0,1,0,0,97,
NYG,NYG,1.997e-05,17,0,0,98,
Crickets,Crickets,2.349e-06,2,0,6,99,
FightSanctuaryState,FightSanctuaryState,2.349e-06,2,0,6,99,
SanctuaryKills,SanctuaryKills,2.349e-06,2,0,6,99,
StolenDreams,StolenDreams,2.349e-06,2,0,6,99,
MainStreamMedia,MainStreamMedia,2.349e-06,2,0,6,1,
AdmiralRonnyJackson,AdmiralRonnyJackson,2.349e-06,2,0,6,1,
SecretaryShulkin,SecretaryShulkin,2.349e-06,2,0,6,1,
MetsWIN,MetsWIN,2.349e-06,2,0,4,1,
KellyStrong,KellyStrong,3.524e-06,3,0,0,100,
2a,2a,2.514e-04,214,1.053e-05,304,1,
tcot,tcot,8.340e-05,71,3.914e-06,113,1,
FisaAbuse,FisaAbuse,3.524e-06,3,0,0,101,
FoxNews,FoxNews,3.019e-04,257,2.771e-06,80,1,
KellyTough,KellyTough,1.997e-05,17,0,7,1,
NRA,NRA,2.972e-04,253,1.507e-05,435,1,
poverty,poverty,3.407e-05,29,1.801e-06,52,1,
eddata,eddata,4.699e-06,4,0,14,1,
dataquality,dataquality,2.349e-06,2,0,14,1,
schoolmoney,schoolmoney,9.397e-06,8,1.593e-06,46,1,
edequity,edequity,1.175e-05,10,1.455e-06,42,1,
census,census,5.404e-05,46,1.351e-06,39,1,
TopSheet,TopSheet,7.048e-06,6,0,8,1,
teacher,teacher,2.232e-05,19,1.559e-06,45,1,
bullying,bullying,5.873e-06,5,0,10,1,
EdSafetyStats,EdSafetyStats,2.349e-06,2,0,4,1,
otd,otd,2.960e-04,252,8.833e-06,255,1,
dc1968,dc1968,2.349e-06,2,0,14,1,
dc,dc,4.499e-04,383,2.200e-05,635,1,
awake,awake,2.349e-06,2,0,14,1,
woke,woke,3.524e-06,3,0,14,1,
poorpeoplescampaign,poorpeoplescampaign,7.048e-06,6,0,16,1,
vietnamwar,vietnamwar,1.997e-05,17,1.940e-06,56,1,
MusicForAll,MusicForAll,2.349e-06,2,0,0,102,
policeshootings,policeshootings,0,1,0,1,1,
guns,guns,1.339e-04,114,8.486e-06,245,1,
guncontrol,guncontrol,3.324e-04,283,1.496e-05,432,1,
redistricting,redistricting,1.175e-05,10,0,11,1,
RNC,RNC,1.762e-05,15,0,19,1,
DavidShulkin,DavidShulkin,2.349e-06,2,0,2,1,
yes,yes,7.048e-06,6,0,10,1,
congresscanwork,congresscanwork,2.349e-06,2,0,2,1,
cyberbullying,cyberbullying,1.410e-05,12,0,10,1,
healthcare,healthcare,1.903e-04,162,2.064e-05,596,1,
DACA,DACA,8.469e-04,721,1.884e-05,544,1,
omnibus,omnibus,7.307e-04,622,2.061e-05,595,1,
SecondAmendment,SecondAmendment,2.584e-05,22,0,19,1,
MikePence,MikePence,1.645e-05,14,1.559e-06,45,1,
evangelicals,evangelicals,5.873e-06,5,0,7,1,
morality,morality,2.349e-06,2,0,3,1,
Stormy,Stormy,2.114e-05,18,0,23,1,
PoliSci,PoliSci,2.349e-06,2,0,1,1,
Justice,Justice,1.762e-05,15,0,32,1,
FriYay,FriYay,2.819e-05,24,2.806e-06,81,1,
DoBetter,DoBetter,1.292e-05,11,0,6,1,
oneluckyguy,oneluckyguy,4.699e-06,4,0,0,103,
camdenyards,camdenyards,0,1,0,0,104,
ThisIsUs,ThisIsUs,1.175e-04,100,1.282e-06,37,1,
TheCrown,TheCrown,1.879e-05,16,0,7,1,
Outnumbered,Outnumbered,1.997e-05,17,0,28,1,
LA,LA,6.931e-05,59,3.983e-06,115,1,
LAX,LAX,2.349e-06,2,0,0,105,
AZgov,AZgov,3.524e-06,3,0,0,106,
Roseanne,Roseanne,4.816e-05,41,0,16,1,
MoLeg,MoLeg,9.679e-04,824,2.213e-05,639,1,
corn,corn,2.114e-05,18,1.489e-06,43,1,
beans,beans,3.524e-06,3,0,3,1,
dogs,dogs,3.606e-04,307,5.009e-05,1446,1,
bench,bench,3.524e-06,3,0,3,1,
usvatt,usvatt,4.464e-05,38,0,1,1,
FakeNews,FakeNews,1.985e-04,169,7.378e-06,213,1,
Vaux,Vaux,0,1,0,10,1,
BuildTheWall,BuildTheWall,1.292e-05,11,0,12,1,
OmnibusBill,OmnibusBill,5.404e-05,46,1.593e-06,46,1,
TrumpTrain,TrumpTrain,1.292e-05,11,1.212e-06,35,1,
TrustThePlan,TrustThePlan,0,1,0,10,1,
BillMitchell,BillMitchell,0,1,0,10,1,
LockHerUp,LockHerUp,7.048e-06,6,0,12,1,
IPutTheFirstFewHashtagsInMyselfAndThenTwitterRecommendedTheRestBasedOnTheAlgorithm,IPutTheFirstFewHashtagsInMyselfAndThenTwitterRecommendedTheRestBasedOnTheAlgorithm,0,1,0,10,1,
SisterJean,SisterJean,2.702e-05,23,0,20,1,
Loyola,Loyola,1.762e-05,15,1.593e-06,46,1,
LoyolaChicago,LoyolaChicago,3.994e-05,34,1.663e-06,48,1,
H1B,H1B,1.762e-05,15,0,11,1,
njsen,njsen,9.397e-06,8,0,0,107,
mood,mood,2.702e-05,23,0,4,1,
SD01,SD01,2.349e-06,2,0,2,108,
HD42,HD42,2.349e-06,2,0,2,108,
UConn,UConn,4.699e-06,4,0,4,1,
NotreDame,NotreDame,5.873e-06,5,0,4,1,
tngov,tngov,1.645e-05,14,1.247e-06,36,1,
tnsen,tnsen,1.633e-04,139,0,17,1,
comings,comings,2.349e-06,2,0,2,109,
statecapitalnotes,statecapitalnotes,2.349e-06,2,0,2,109,
transparency,transparency,5.521e-05,47,1.905e-06,55,1,
Yazidis,Yazidis,8.223e-06,7,0,19,1,
YazidiGenocide,YazidiGenocide,3.524e-06,3,0,9,1,
YazidiPlight,YazidiPlight,2.349e-06,2,0,6,1,
AfrinOperation,AfrinOperation,0,1,0,3,1,
Turkey,Turkey,3.007e-04,256,1.801e-05,520,1,
Sinjar,Sinjar,7.048e-06,6,0,14,1,
Yazidi,Yazidi,1.410e-05,12,0,26,1,
genocide,genocide,3.524e-05,30,2.078e-06,60,1,
RiseforRohingya,RiseforRohingya,0,1,0,0,110,
Rohingya,Rohingya,2.667e-04,227,8.729e-06,252,1,
Myanmar,Myanmar,2.819e-04,240,1.223e-05,353,1,
Afrin,Afrin,1.633e-04,139,9.699e-06,280,1,
Basofean,Basofean,2.349e-06,2,0,10,1,
Ahrar,Ahrar,2.349e-06,2,0,10,1,
Islamic,Islamic,7.048e-06,6,0,16,1,
The,The,3.524e-06,3,0,10,1,
buildblack,buildblack,2.349e-06,2,0,2,111,
Justice4StephonClark,Justice4StephonClark,2.349e-06,2,0,2,111,
NeverForget,NeverForget,6.226e-05,53,1.351e-06,39,1,
Kurds,Kurds,1.645e-05,14,0,33,1,
Freedom,Freedom,1.410e-05,12,1.489e-06,43,1,
HappyPesach,HappyPesach,0,1,0,2,1,
SDF,SDF,5.756e-05,49,5.300e-06,153,1,
daddyissues,daddyissues,0,1,0,0,112,
Marines,Marines,3.994e-05,34,2.771e-06,80,1,
USMC,USMC,4.464e-05,38,3.083e-06,89,1,
Mattis,Mattis,8.223e-05,70,2.633e-06,76,1,
transgender,transgender,1.034e-04,88,2.459e-06,71,1,
pimpinjoy,pimpinjoy,0,1,0,0,113,
DBrief,DBrief,1.879e-05,16,0,0,114,
vacationtwitterpeek,vacationtwitterpeek,0,1,0,0,115,
teamworkrequired,teamworkrequired,0,1,0,0,116,
regulation,regulation,2.232e-05,19,0,18,1,
why,why,8.223e-06,7,0,19,1,
Chevron,Chevron,7.048e-06,6,0,16,1,
AdLaw,AdLaw,2.349e-06,2,0,2,1,
NAFTA,NAFTA,3.313e-04,282,1.005e-05,290,1,
VetsResistSquadron,VetsResistSquadron,2.349e-06,2,0,2,117,
VetsResistSupportSquadron,VetsResistSupportSquadron,2.349e-06,2,0,2,117,
databreach,databreach,4.699e-05,40,1.593e-06,46,1,
techanalysts,techanalysts,2.349e-06,2,0,4,1,
FacebookScandal,FacebookScandal,2.349e-06,2,0,4,1,
MarkZuckerberg,MarkZuckerberg,1.292e-05,11,0,19,1,
ALECExposed,ALECExposed,4.699e-06,4,0,6,1,
Arizona,Arizona,3.759e-05,32,1.940e-06,56,1,
DarkMoney,DarkMoney,1.410e-05,12,0,12,1,
bluebutton,bluebutton,3.524e-06,3,0,4,1,
FF,FF,2.925e-04,249,2.286e-06,66,1,
CO2,CO2,3.524e-06,3,0,6,1,
OnThisDay,OnThisDay,2.338e-04,199,6.131e-06,177,1,
alaska,alaska,4.464e-05,38,1.905e-06,55,1,
OffTopic,OffTopic,2.584e-05,22,0,26,1,
EndangeredSpecies,EndangeredSpecies,2.702e-05,23,1.212e-06,35,1,
NationalParks,NationalParks,3.876e-05,33,1.420e-06,41,1,
Exxon,Exxon,2.114e-05,18,0,30,1,
Vogtles,Vogtles,2.349e-06,2,0,6,1,
gapol,gapol,3.759e-04,320,1.870e-06,54,1,
gapsc,gapsc,9.397e-06,8,0,16,1,
worthit,worthit,7.048e-06,6,0,8,118,
Amazon,Amazon,4.229e-05,36,2.113e-06,61,1,
School,School,2.819e-05,24,2.078e-06,60,1,
FullMoon,FullMoon,2.349e-06,2,0,2,119,
BlueMoon,BlueMoon,2.349e-06,2,0,2,119,
Hamilton,Hamilton,3.407e-05,29,0,11,1,
RVA,RVA,1.879e-05,16,0,3,1,
kudos,kudos,8.223e-06,7,0,13,1,
EconomistGroup,EconomistGroup,3.524e-06,3,0,9,1,
CQRollCall,CQRollCall,3.524e-06,3,0,9,1,
IN40,IN40,7.048e-06,6,0,0,120,
ETFs,ETFs,2.349e-06,2,0,0,121,
JSF,JSF,3.524e-06,3,0,8,1,
Chile,Chile,3.524e-05,30,4.122e-06,119,1,
Boeing,Boeing,2.349e-05,20,1.351e-06,39,1,
Navy,Navy,1.210e-04,103,9.629e-06,278,1,
Hornets,Hornets,3.524e-06,3,0,7,1,
Kuwait,Kuwait,3.524e-05,30,2.251e-06,65,1,
Swiftships,Swiftships,0,1,0,2,1,
LCU1700,LCU1700,0,1,0,2,1,
Naval,Naval,1.879e-05,16,1.663e-06,48,1,
Academy,Academy,2.349e-06,2,0,3,1,
HII,HII,2.349e-06,2,0,9,1,
Ingalls,Ingalls,2.349e-06,2,0,9,1,
NSC,NSC,2.349e-06,2,0,5,1,
Cutter,Cutter,4.699e-06,4,0,16,1,
Coast,Coast,1.997e-05,17,1.559e-06,45,1,
Irish,Irish,2.114e-05,18,1.940e-06,56,1,
SHERMAN,SHERMAN,0,1,0,2,1,
Babur,Babur,0,1,0,1,1,
HUDNER,HUDNER,0,1,0,4,1,
Arleigh,Arleigh,3.524e-06,3,0,14,1,
Bath,Bath,4.699e-06,4,0,17,1,
Bravo,Bravo,4.699e-06,4,0,9,1,
BIW,BIW,3.524e-06,3,0,12,1,
shipbuilding,shipbuilding,5.873e-06,5,0,11,1,
Senate,Senate,1.926e-04,164,9.837e-06,284,1,
Readiness,Readiness,1.762e-05,15,0,21,1,
Deterrence,Deterrence,7.048e-06,6,0,12,1,
PeaceIsOurProfession,PeaceIsOurProfession,2.349e-06,2,0,4,1,
India,India,7.400e-05,63,4.399e-06,127,1,
Russian,Russian,2.984e-04,254,1.625e-05,469,1,
frigate,frigate,2.232e-05,19,2.251e-06,65,1,
TARKASH,TARKASH,0,1,0,5,1,
carrier,carrier,4.229e-05,36,3.672e-06,106,1,
ROOSEVELT,ROOSEVELT,4.699e-06,4,0,16,1,
amphibious,amphibious,1.175e-05,10,0,24,1,
ship,ship,2.349e-06,2,0,6,1,
ESSEX,ESSEX,1.292e-05,11,0,34,1,
MAKIN,MAKIN,0,1,0,4,1,
NASSCO,NASSCO,4.699e-06,4,0,13,1,
hospital,hospital,3.524e-06,3,0,9,1,
MERCY,MERCY,3.524e-06,3,0,9,1,
Bengkulu,Bengkulu,0,1,0,3,1,
HalifaxHarbour,HalifaxHarbour,2.349e-06,2,0,6,122,
RCNavy,RCNavy,4.699e-06,4,0,6,122,
ExcellenceatSea,ExcellenceatSea,2.349e-06,2,0,6,122,
BravoZulu,BravoZulu,2.349e-06,2,0,6,122,
Carriers,Carriers,0,1,0,3,1,
LINCOLN,LINCOLN,1.175e-05,10,0,18,1,
BUSH,BUSH,3.524e-06,3,0,5,1,
SUPPLY,SUPPLY,0,1,0,3,1,
Marine,Marine,1.645e-05,14,1.351e-06,39,1,
King,King,7.048e-06,6,1.489e-06,43,1,
Stallion,Stallion,0,1,0,5,1,
ILA,ILA,0,1,0,5,1,
Sikorsky,Sikorsky,2.349e-06,2,0,7,1,
French,French,1.645e-05,14,1.870e-06,54,1,
Rafale,Rafale,0,1,0,4,1,
Oceana,Oceana,0,1,0,4,1,
Canada,Canada,9.632e-05,82,7.239e-06,209,1,
destroyer,destroyer,2.232e-05,19,2.078e-06,60,1,
ATHABASKAN,ATHABASKAN,0,1,0,3,1,
Halifax,Halifax,3.524e-06,3,0,5,1,
Chemicals,Chemicals,4.581e-05,39,1.801e-06,52,1,
Perry,Perry,8.223e-06,7,0,14,1,
FOIA4eva,FOIA4eva,4.111e-05,35,0,4,1,
earninghiskeep,earninghiskeep,0,1,0,0,123,
purpleprose,purpleprose,0,1,0,0,124,
cxfail,cxfail,0,1,0,0,125,
catchthemall,catchthemall,0,1,0,0,126,
QuantumComputing,QuantumComputing,2.349e-06,2,0,0,127,
AI,AI,1.069e-04,91,4.607e-06,133,1,
cloud,cloud,5.521e-05,47,2.425e-06,70,1,
JEDI,JEDI,4.699e-06,4,0,8,1,
NextGenRMF,NextGenRMF,2.349e-06,2,0,0,128,
winsomelosesome,winsomelosesome,0,1,0,0,129,
Dieselgate,Dieselgate,3.524e-06,3,0,4,1,
UnitedNations,UnitedNations,1.997e-05,17,0,24,1,
emoluments,emoluments,3.994e-05,34,0,4,1,
innout,innout,4.699e-06,4,0,6,1,
SDOpeningDay,SDOpeningDay,2.349e-06,2,0,0,130,
SanDiego,SanDiego,2.819e-05,24,1.836e-06,53,1,
K12,K12,8.458e-05,72,5.923e-06,171,1,
publiced,publiced,2.349e-06,2,0,8,1,
sped,sped,4.699e-06,4,0,14,1,
IEP,IEP,2.349e-06,2,0,8,1,
vulnerablestudents,vulnerablestudents,1.410e-05,12,0,3,1,
MarjoryStonemanDouglas,MarjoryStonemanDouglas,5.873e-05,50,1.905e-06,55,1,
SchoolSafety,SchoolSafety,7.283e-05,62,4.191e-06,121,1,
teaching,teaching,1.057e-05,9,0,17,1,
teacherchat,teacherchat,3.524e-06,3,0,12,1,
ednews,ednews,7.048e-06,6,0,19,1,
oklaed,oklaed,1.645e-05,14,0,11,1,
oklaedwalkout,oklaedwalkout,2.349e-06,2,0,6,1,
charterschools,charterschools,3.407e-05,29,2.425e-06,70,1,
edpolicy,edpolicy,3.172e-05,27,2.944e-06,85,1,
edreform,edreform,1.997e-05,17,2.217e-06,64,1,
edresearch,edresearch,3.524e-06,3,0,11,1,
Indy,Indy,2.349e-06,2,0,8,1,
inedchat,inedchat,3.524e-06,3,0,6,1,
SC,SC,2.349e-05,20,0,16,1,
scpol,scpol,1.645e-05,14,0,14,1,
BorderWall,BorderWall,7.635e-05,65,2.944e-06,85,1,
nationalmonuments,nationalmonuments,7.048e-06,6,0,4,1,
tariff,tariff,5.051e-05,43,1.386e-06,40,1,
mining,mining,2.232e-05,19,0,30,1,
uranium,uranium,8.223e-06,7,0,20,1,
coalash,coalash,1.762e-05,15,0,22,1,
CCR,CCR,5.873e-06,5,0,10,1,
AZ08,AZ08,1.668e-04,142,0,30,1,
PA06,PA06,6.696e-05,57,4.711e-06,136,1,
muniland,muniland,4.840e-04,412,0,21,1,
KillAllMen,KillAllMen,2.349e-06,2,0,0,131,
CommutingwithCouncil,CommutingwithCouncil,2.349e-06,2,0,2,1,
visionzero,visionzero,9.397e-06,8,0,8,1,
EiffelTower,EiffelTower,5.873e-06,5,0,4,1,
MTsen,MTsen,5.991e-05,51,1.420e-06,41,1,
MTpol,MTpol,2.114e-05,18,0,31,1,
MTnews,MTnews,9.397e-06,8,0,16,1,
MmeDeFargeKnitClub,MmeDeFargeKnitClub,2.349e-06,2,0,2,132,
MadameDefargesKnittingClub,MadameDefargesKnittingClub,2.349e-06,2,0,2,132,
FOIL,FOIL,4.699e-06,4,0,10,1,
Glomar,Glomar,2.349e-06,2,0,2,1,
Percoco,Percoco,2.937e-05,25,0,0,133,
Mets,Mets,1.410e-05,12,0,6,1,
RIPRusty,RIPRusty,2.349e-06,2,0,2,1,
DirkBogarde,DirkBogarde,2.349e-06,2,0,16,1,
British,British,2.232e-05,19,2.217e-06,64,1,
TheServant,TheServant,2.349e-06,2,0,16,1,
Darling,Darling,2.349e-06,2,0,16,1,
Victim,Victim,3.524e-06,3,0,20,1,
TheDamned,TheDamned,2.349e-06,2,0,16,1,
DeathinVenice,DeathinVenice,2.349e-06,2,0,16,1,
TheNightPorter,TheNightPorter,2.349e-06,2,0,16,1,
capucine,capucine,2.349e-06,2,0,16,1,
woodstock,woodstock,3.524e-06,3,0,3,1,
AynRand,AynRand,4.699e-06,4,0,4,1,
TCMParty,TCMParty,1.057e-05,9,0,5,134,
farrrrrt,farrrrrt,0,1,0,0,135,
PA14,PA14,3.524e-05,30,0,19,1,
OHGov,OHGov,6.578e-05,56,2.009e-06,58,1,
grolltide,grolltide,0,1,0,0,136,
amr,amr,6.754e-04,575,5.438e-06,157,1,
Pebble,Pebble,1.762e-05,15,0,0,137,
RECLAIM,RECLAIM,2.349e-06,2,0,0,138,
politics,politics,7.988e-05,68,5.438e-06,157,1,
USA,USA,2.443e-04,208,1.541e-05,445,1,
nakedfuture,nakedfuture,4.699e-06,4,0,0,139,
SamSam,SamSam,0,1,0,0,140,
BloombergLaw,BloombergLaw,3.407e-05,29,0,32,1,
OneTimeInNOLA,OneTimeInNOLA,3.524e-06,3,0,0,141,
PoliticsofTruth,PoliticsofTruth,4.699e-06,4,0,0,142,
60Minutes,60Minutes,1.116e-04,95,2.702e-06,78,1,
ParkerSolarProbe,ParkerSolarProbe,2.349e-06,2,0,0,143,
gorsuchsamerica,gorsuchsamerica,0,1,0,0,144,
gnosticamerica,gnosticamerica,2.349e-06,2,0,0,145,
CAWater,CAWater,5.873e-06,5,0,4,1,
Flonase,Flonase,0,1,0,0,146,
notlegaladvice,notlegaladvice,0,1,0,1,147,
notalawyer,notalawyer,0,1,0,1,147,
context,context,0,1,0,0,148,
ProtectTransKids,ProtectTransKids,2.349e-06,2,0,2,1,
WhoBitBeyonce,WhoBitBeyonce,1.057e-05,9,0,0,149,
Chechnya,Chechnya,2.349e-06,2,0,2,1,
LGBT,LGBT,1.139e-04,97,4.053e-06,117,1,
Canadarm2,Canadarm2,2.349e-06,2,0,0,150,
podsavetheworld,podsavetheworld,9.397e-06,8,0,0,151,
WhatADay,WhatADay,8.223e-06,7,0,4,152,
PodSaveAmerica,PodSaveAmerica,2.349e-06,2,0,4,152,
crookedmedia,crookedmedia,2.349e-06,2,0,4,152,
twitter,twitter,2.702e-05,23,1.628e-06,47,1,
facebook,facebook,1.633e-04,139,9.387e-06,271,1,
FactCheck,FactCheck,2.584e-05,22,0,23,1,
Nationals,Nationals,1.762e-05,15,0,25,1,
RedCross,RedCross,1.762e-05,15,0,21,1,
Wusa9Weather,Wusa9Weather,1.257e-04,107,1.732e-06,50,1,
SABEWCollegeConnect,SABEWCollegeConnect,9.397e-06,8,0,0,153,
winning,winning,3.524e-05,30,0,30,1,
SABEW18,SABEW18,2.114e-05,18,0,0,154,
FactsMatter,FactsMatter,1.645e-05,14,0,7,1,
RedCrossMonth,RedCrossMonth,1.057e-05,9,0,8,1,
immigrant,immigrant,9.397e-06,8,0,5,1,
Education,Education,1.363e-04,116,7.343e-06,212,1,
Yemen,Yemen,3.113e-04,265,1.247e-05,360,1,
Geopolitics,Geopolitics,4.699e-06,4,0,6,1,
Travelban,Travelban,5.169e-05,44,1.455e-06,42,1,
HawaiivsTrump,HawaiivsTrump,8.223e-06,7,0,0,155,
HurricaneHarvey,HurricaneHarvey,3.994e-05,34,1.351e-06,39,1,
Deathpenalty,Deathpenalty,6.461e-05,55,1.974e-06,57,1,
Civilrights,Civilrights,3.876e-05,33,2.182e-06,63,1,
FoodieFriday,FoodieFriday,2.819e-05,24,0,18,1,
BecauseLocalMatters,BecauseLocalMatters,3.994e-05,34,0,26,1,
NewsHour,NewsHour,8.223e-06,7,0,8,1,
MegaMillions,MegaMillions,4.699e-06,4,0,3,1,
onions,onions,0,1,0,2,1,
dipsydo,dipsydo,0,1,0,2,1,
He,He,0,1,0,0,156,
kevinwilliamson,kevinwilliamson,2.349e-06,2,0,2,1,
SXSW,SXSW,3.242e-04,276,6.443e-06,186,1,
8DimensionalChess,8DimensionalChess,0,1,0,0,157,
LGBTQ,LGBTQ,3.642e-05,31,1.420e-06,41,1,
Nightlife,Nightlife,2.349e-06,2,0,4,1,
WeaponOfWar,WeaponOfWar,2.349e-06,2,0,0,158,
hellisreal,hellisreal,2.349e-06,2,0,0,159,
Newsmax,Newsmax,2.232e-05,19,0,0,160,
transitionperiod,transitionperiod,2.349e-06,2,0,2,1,
Brexit,Brexit,3.160e-04,269,6.027e-06,174,1,
FollowFriday,FollowFriday,1.879e-05,16,0,10,1,
Sustainable,Sustainable,9.397e-06,8,0,24,1,
innovation,innovation,3.994e-05,34,2.875e-06,83,1,
OSHA,OSHA,1.551e-04,132,8.071e-06,233,1,
DOL,DOL,8.928e-05,76,5.854e-06,169,1,
KarenMcDougal,KarenMcDougal,1.410e-05,12,0,10,1,
ERISA,ERISA,3.876e-05,33,0,13,1,
EmploymentLaw,EmploymentLaw,1.997e-05,17,1.974e-06,57,1,
biglaw,biglaw,4.346e-05,37,2.667e-06,77,1,
LaborAndEmploymentLaw,LaborAndEmploymentLaw,1.879e-05,16,1.732e-06,50,1,
badbedtimegrammar,badbedtimegrammar,0,1,0,0,161,
careergoals,careergoals,5.873e-06,5,0,8,1,
OFCCP,OFCCP,5.991e-05,51,0,22,1,
HR,HR,2.349e-05,20,1.351e-06,39,1,
VEVRAA,VEVRAA,2.349e-06,2,0,8,1,
JumpinJackFlash,JumpinJackFlash,0,1,0,0,162,
KnowYourJudge,KnowYourJudge,2.232e-05,19,0,4,1,
gluttonparty,gluttonparty,0,1,0,0,163,
thanksgoogle,thanksgoogle,2.349e-06,2,0,0,164,
